country_fr,iso3c,year,week,deaths_total,deaths_covid,baseline,diff_totals,diff_totals_perc
Allemagne,DEU,2017,38,16505,NA,16306,199,1.2
Allemagne,DEU,2017,39,16747,NA,16603,144,0.9
Allemagne,DEU,2017,40,16664,NA,16625,39,0.2
Allemagne,DEU,2017,41,17470,NA,17376,94,0.5
Allemagne,DEU,2017,42,17139,NA,17229,-90,-0.5
Allemagne,DEU,2017,43,17059,NA,17120,-61,-0.4
Allemagne,DEU,2017,44,16762,NA,17143,-381,-2.2
Allemagne,DEU,2017,45,17371,NA,17616,-245,-1.4
Allemagne,DEU,2017,46,17595,NA,17780,-185,-1
Allemagne,DEU,2017,47,17677,NA,17954,-277,-1.5
Allemagne,DEU,2017,48,17877,NA,18171,-294,-1.6
Allemagne,DEU,2017,49,18295,NA,18678,-383,-2.1
Allemagne,DEU,2017,50,18504,NA,18606,-102,-0.5
Allemagne,DEU,2017,51,18502,NA,18978,-476,-2.5
Allemagne,DEU,2017,52,18652,NA,18621,31,0.2
Allemagne,DEU,2018,1,19342,NA,19339,3,0
Allemagne,DEU,2018,2,18770,NA,19593,-823,-4.2
Allemagne,DEU,2018,3,19187,NA,19524,-337,-1.7
Allemagne,DEU,2018,4,19171,NA,19855,-684,-3.4
Allemagne,DEU,2018,5,19558,NA,20366,-808,-4
Allemagne,DEU,2018,6,20086,NA,20319,-233,-1.1
Allemagne,DEU,2018,7,21254,NA,20636,618,3
Allemagne,DEU,2018,8,22888,NA,20988,1900,9.1
Allemagne,DEU,2018,9,25535,NA,21532,4003,18.6
Allemagne,DEU,2018,10,26777,NA,21288,5489,25.8
Allemagne,DEU,2018,11,24385,NA,20440,3945,19.3
Allemagne,DEU,2018,12,22777,NA,19555,3222,16.5
Allemagne,DEU,2018,13,20906,NA,18939,1967,10.4
Allemagne,DEU,2018,14,20038,NA,18480,1558,8.4
Allemagne,DEU,2018,15,19165,NA,17893,1272,7.1
Allemagne,DEU,2018,16,17992,NA,17357,635,3.7
Allemagne,DEU,2018,17,17093,NA,17407,-314,-1.8
Allemagne,DEU,2018,18,16789,NA,16961,-172,-1
Allemagne,DEU,2018,19,17226,NA,17314,-88,-0.5
Allemagne,DEU,2018,20,16488,NA,16852,-364,-2.2
Allemagne,DEU,2018,21,16513,NA,16580,-67,-0.4
Allemagne,DEU,2018,22,17039,NA,16790,249,1.5
Allemagne,DEU,2018,23,16714,NA,16446,268,1.6
Allemagne,DEU,2018,24,15582,NA,15947,-365,-2.3
Allemagne,DEU,2018,25,15843,NA,16538,-695,-4.2
Allemagne,DEU,2018,26,16569,NA,16550,19,0.1
Allemagne,DEU,2018,27,16622,NA,16441,181,1.1
Allemagne,DEU,2018,28,16070,NA,16026,44,0.3
Allemagne,DEU,2018,29,16702,NA,16764,-62,-0.4
Allemagne,DEU,2018,30,18340,NA,17542,798,4.5
Allemagne,DEU,2018,31,20371,NA,17320,3051,17.6
Allemagne,DEU,2018,32,18478,NA,16562,1916,11.6
Allemagne,DEU,2018,33,16890,NA,16304,586,3.6
Allemagne,DEU,2018,34,16612,NA,16461,151,0.9
Allemagne,DEU,2018,35,16000,NA,16442,-442,-2.7
Allemagne,DEU,2018,36,16390,NA,16040,350,2.2
Allemagne,DEU,2018,37,16292,NA,16262,30,0.2
Allemagne,DEU,2018,38,16651,NA,16306,345,2.1
Allemagne,DEU,2018,39,15969,NA,16603,-634,-3.8
Allemagne,DEU,2018,40,16622,NA,16625,-3,-0
Allemagne,DEU,2018,41,16993,NA,17376,-383,-2.2
Allemagne,DEU,2018,42,16552,NA,17229,-677,-3.9
Allemagne,DEU,2018,43,16608,NA,17120,-512,-3
Allemagne,DEU,2018,44,16895,NA,17143,-248,-1.4
Allemagne,DEU,2018,45,17604,NA,17616,-12,-0.1
Allemagne,DEU,2018,46,16842,NA,17780,-938,-5.3
Allemagne,DEU,2018,47,17785,NA,17954,-169,-0.9
Allemagne,DEU,2018,48,18091,NA,18171,-80,-0.4
Allemagne,DEU,2018,49,18342,NA,18678,-336,-1.8
Allemagne,DEU,2018,50,17943,NA,18606,-663,-3.6
Allemagne,DEU,2018,51,18990,NA,18978,12,0.1
Allemagne,DEU,2018,52,17954,NA,18621,-667,-3.6
Allemagne,DEU,2019,1,18628,NA,19339,-711,-3.7
Allemagne,DEU,2019,2,19092,NA,19593,-501,-2.6
Allemagne,DEU,2019,3,19046,NA,19524,-478,-2.4
Allemagne,DEU,2019,4,19458,NA,19855,-397,-2
Allemagne,DEU,2019,5,19774,NA,20366,-592,-2.9
Allemagne,DEU,2019,6,19905,NA,20319,-414,-2
Allemagne,DEU,2019,7,20125,NA,20636,-511,-2.5
Allemagne,DEU,2019,8,20321,NA,20988,-667,-3.2
Allemagne,DEU,2019,9,20737,NA,21532,-795,-3.7
Allemagne,DEU,2019,10,20386,NA,21288,-902,-4.2
Allemagne,DEU,2019,11,19738,NA,20440,-702,-3.4
Allemagne,DEU,2019,12,18976,NA,19555,-579,-3
Allemagne,DEU,2019,13,18501,NA,18939,-438,-2.3
Allemagne,DEU,2019,14,18608,NA,18480,128,0.7
Allemagne,DEU,2019,15,17794,NA,17893,-99,-0.6
Allemagne,DEU,2019,16,18025,NA,17357,668,3.8
Allemagne,DEU,2019,17,17849,NA,17407,442,2.5
Allemagne,DEU,2019,18,17024,NA,16961,63,0.4
Allemagne,DEU,2019,19,17059,NA,17314,-255,-1.5
Allemagne,DEU,2019,20,17239,NA,16852,387,2.3
Allemagne,DEU,2019,21,17068,NA,16580,488,2.9
Allemagne,DEU,2019,22,16873,NA,16790,83,0.5
Allemagne,DEU,2019,23,17426,NA,16446,980,6
Allemagne,DEU,2019,24,16403,NA,15947,456,2.9
Allemagne,DEU,2019,25,16581,NA,16538,43,0.3
Allemagne,DEU,2019,26,17854,NA,16550,1304,7.9
Allemagne,DEU,2019,27,16489,NA,16441,48,0.3
Allemagne,DEU,2019,28,16260,NA,16026,234,1.5
Allemagne,DEU,2019,29,16779,NA,16764,15,0.1
Allemagne,DEU,2019,30,19614,NA,17542,2072,11.8
Allemagne,DEU,2019,31,16974,NA,17320,-346,-2
Allemagne,DEU,2019,32,16501,NA,16562,-61,-0.4
Allemagne,DEU,2019,33,15918,NA,16304,-386,-2.4
Allemagne,DEU,2019,34,16205,NA,16461,-256,-1.6
Allemagne,DEU,2019,35,17601,NA,16442,1159,7
Allemagne,DEU,2019,36,15949,NA,16040,-91,-0.6
Allemagne,DEU,2019,37,16235,NA,16262,-27,-0.2
Allemagne,DEU,2019,38,16460,NA,16306,154,0.9
Allemagne,DEU,2019,39,17361,NA,16603,758,4.6
Allemagne,DEU,2019,40,16862,NA,16625,237,1.4
Allemagne,DEU,2019,41,17615,NA,17376,239,1.4
Allemagne,DEU,2019,42,17626,NA,17229,397,2.3
Allemagne,DEU,2019,43,17229,NA,17120,109,0.6
Allemagne,DEU,2019,44,17334,NA,17143,191,1.1
Allemagne,DEU,2019,45,17708,NA,17616,92,0.5
Allemagne,DEU,2019,46,18093,NA,17780,313,1.8
Allemagne,DEU,2019,47,18445,NA,17954,491,2.7
Allemagne,DEU,2019,48,18569,NA,18171,398,2.2
Allemagne,DEU,2019,49,19280,NA,18678,602,3.2
Allemagne,DEU,2019,50,19092,NA,18606,486,2.6
Allemagne,DEU,2019,51,19046,NA,18978,68,0.4
Allemagne,DEU,2019,52,18135,NA,18621,-486,-2.6
Allemagne,DEU,2020,1,18853,0,19339,-486,-2.5
Allemagne,DEU,2020,2,19406,0,19593,-187,-1
Allemagne,DEU,2020,3,19139,0,19524,-385,-2
Allemagne,DEU,2020,4,18917,0,19855,-938,-4.7
Allemagne,DEU,2020,5,19742,0,20366,-624,-3.1
Allemagne,DEU,2020,6,18964,0,20319,-1355,-6.7
Allemagne,DEU,2020,7,19561,0,20636,-1075,-5.2
Allemagne,DEU,2020,8,18884,0,20988,-2104,-10
Allemagne,DEU,2020,9,19399,0,21532,-2133,-9.9
Allemagne,DEU,2020,10,19556,2,21288,-1732,-8.1
Allemagne,DEU,2020,11,19761,11,20440,-679,-3.3
Allemagne,DEU,2020,12,19602,113,19555,47,0.2
Allemagne,DEU,2020,13,19598,457,18939,659,3.5
Allemagne,DEU,2020,14,20507,1024,18480,2027,11
Allemagne,DEU,2020,15,20333,1362,17893,2440,13.6
Allemagne,DEU,2020,16,19095,1629,17357,1738,10
Allemagne,DEU,2020,17,18341,1315,17407,934,5.4
Allemagne,DEU,2020,18,17669,918,16961,708,4.2
Allemagne,DEU,2020,19,17314,702,17314,0,0
Allemagne,DEU,2020,20,16579,474,16852,-273,-1.6
Allemagne,DEU,2020,21,16600,295,16580,20,0.1
Danemark,DNK,2016,1,1103,NA,1120,-17,-1.5
Danemark,DNK,2016,2,1065,NA,1117,-52,-4.7
Danemark,DNK,2016,3,1046,NA,1105,-59,-5.3
Danemark,DNK,2016,4,1124,NA,1108,16,1.4
Danemark,DNK,2016,5,1083,NA,1165,-82,-7
Danemark,DNK,2016,6,1040,NA,1144,-104,-9.1
Danemark,DNK,2016,7,1062,NA,1183,-121,-10.2
Danemark,DNK,2016,8,1124,NA,1162,-38,-3.3
Danemark,DNK,2016,9,1143,NA,1184,-41,-3.5
Danemark,DNK,2016,10,1149,NA,1160,-11,-0.9
Danemark,DNK,2016,11,1159,NA,1152,7,0.6
Danemark,DNK,2016,12,1074,NA,1131,-57,-5
Danemark,DNK,2016,13,1084,NA,1083,1,0.1
Danemark,DNK,2016,14,1023,NA,1058,-35,-3.3
Danemark,DNK,2016,15,1071,NA,1066,5,0.5
Danemark,DNK,2016,16,1010,NA,1019,-9,-0.9
Danemark,DNK,2016,17,985,NA,996,-11,-1.1
Danemark,DNK,2016,18,1042,NA,1044,-2,-0.2
Danemark,DNK,2016,19,1023,NA,1023,0,0
Danemark,DNK,2016,20,935,NA,986,-51,-5.2
Danemark,DNK,2016,21,975,NA,967,8,0.8
Danemark,DNK,2016,22,953,NA,967,-14,-1.4
Danemark,DNK,2016,23,913,NA,974,-61,-6.3
Danemark,DNK,2016,24,920,NA,963,-43,-4.5
Danemark,DNK,2016,25,983,NA,984,-1,-0.1
Danemark,DNK,2016,26,897,NA,938,-41,-4.4
Danemark,DNK,2016,27,924,NA,943,-19,-2
Danemark,DNK,2016,28,898,NA,941,-43,-4.6
Danemark,DNK,2016,29,971,NA,968,3,0.3
Danemark,DNK,2016,30,962,NA,986,-24,-2.4
Danemark,DNK,2016,31,902,NA,970,-68,-7
Danemark,DNK,2016,32,956,NA,963,-7,-0.7
Danemark,DNK,2016,33,914,NA,942,-28,-3
Danemark,DNK,2016,34,971,NA,980,-9,-0.9
Danemark,DNK,2016,35,922,NA,951,-29,-3
Danemark,DNK,2016,36,955,NA,958,-3,-0.3
Danemark,DNK,2016,37,932,NA,960,-28,-2.9
Danemark,DNK,2016,38,904,NA,971,-67,-6.9
Danemark,DNK,2016,39,983,NA,983,0,0
Danemark,DNK,2016,40,910,NA,973,-63,-6.5
Danemark,DNK,2016,41,1022,NA,1008,14,1.4
Danemark,DNK,2016,42,1040,NA,992,48,4.8
Danemark,DNK,2016,43,989,NA,980,9,0.9
Danemark,DNK,2016,44,1003,NA,985,18,1.8
Danemark,DNK,2016,45,1017,NA,1003,14,1.4
Danemark,DNK,2016,46,1045,NA,1026,19,1.9
Danemark,DNK,2016,47,1046,NA,1028,18,1.8
Danemark,DNK,2016,48,1010,NA,1032,-22,-2.1
Danemark,DNK,2016,49,1043,NA,1075,-32,-3
Danemark,DNK,2016,50,1067,NA,1080,-13,-1.2
Danemark,DNK,2016,51,1060,NA,1064,-4,-0.4
Danemark,DNK,2016,52,1149,NA,1082,67,6.2
Danemark,DNK,2017,1,1113,NA,1120,-7,-0.6
Danemark,DNK,2017,2,1111,NA,1117,-6,-0.5
Danemark,DNK,2017,3,1099,NA,1105,-6,-0.5
Danemark,DNK,2017,4,1104,NA,1108,-4,-0.4
Danemark,DNK,2017,5,1211,NA,1165,46,3.9
Danemark,DNK,2017,6,1100,NA,1144,-44,-3.8
Danemark,DNK,2017,7,1228,NA,1183,45,3.8
Danemark,DNK,2017,8,1156,NA,1162,-6,-0.5
Danemark,DNK,2017,9,1179,NA,1184,-5,-0.4
Danemark,DNK,2017,10,1101,NA,1160,-59,-5.1
Danemark,DNK,2017,11,1132,NA,1152,-20,-1.7
Danemark,DNK,2017,12,1126,NA,1131,-5,-0.4
Danemark,DNK,2017,13,1041,NA,1083,-42,-3.9
Danemark,DNK,2017,14,988,NA,1058,-70,-6.6
Danemark,DNK,2017,15,1009,NA,1066,-57,-5.3
Danemark,DNK,2017,16,967,NA,1019,-52,-5.1
Danemark,DNK,2017,17,974,NA,996,-22,-2.2
Danemark,DNK,2017,18,1059,NA,1044,15,1.4
Danemark,DNK,2017,19,1015,NA,1023,-8,-0.8
Danemark,DNK,2017,20,1022,NA,986,36,3.7
Danemark,DNK,2017,21,969,NA,967,2,0.2
Danemark,DNK,2017,22,956,NA,967,-11,-1.1
Danemark,DNK,2017,23,985,NA,974,11,1.1
Danemark,DNK,2017,24,1023,NA,963,60,6.2
Danemark,DNK,2017,25,980,NA,984,-4,-0.4
Danemark,DNK,2017,26,938,NA,938,0,0
Danemark,DNK,2017,27,905,NA,943,-38,-4
Danemark,DNK,2017,28,941,NA,941,0,0
Danemark,DNK,2017,29,931,NA,968,-37,-3.8
Danemark,DNK,2017,30,925,NA,986,-61,-6.2
Danemark,DNK,2017,31,934,NA,970,-36,-3.7
Danemark,DNK,2017,32,932,NA,963,-31,-3.2
Danemark,DNK,2017,33,906,NA,942,-36,-3.8
Danemark,DNK,2017,34,953,NA,980,-27,-2.8
Danemark,DNK,2017,35,951,NA,951,0,0
Danemark,DNK,2017,36,918,NA,958,-40,-4.2
Danemark,DNK,2017,37,991,NA,960,31,3.2
Danemark,DNK,2017,38,979,NA,971,8,0.8
Danemark,DNK,2017,39,983,NA,983,0,0
Danemark,DNK,2017,40,978,NA,973,5,0.5
Danemark,DNK,2017,41,985,NA,1008,-23,-2.3
Danemark,DNK,2017,42,970,NA,992,-22,-2.2
Danemark,DNK,2017,43,934,NA,980,-46,-4.7
Danemark,DNK,2017,44,976,NA,985,-9,-0.9
Danemark,DNK,2017,45,956,NA,1003,-47,-4.7
Danemark,DNK,2017,46,1070,NA,1026,44,4.3
Danemark,DNK,2017,47,1011,NA,1028,-17,-1.7
Danemark,DNK,2017,48,1027,NA,1032,-5,-0.5
Danemark,DNK,2017,49,1067,NA,1075,-8,-0.7
Danemark,DNK,2017,50,1102,NA,1080,22,2
Danemark,DNK,2017,51,1058,NA,1064,-6,-0.6
Danemark,DNK,2017,52,1134,NA,1082,52,4.8
Danemark,DNK,2018,1,1134,NA,1120,14,1.2
Danemark,DNK,2018,2,1136,NA,1117,19,1.7
Danemark,DNK,2018,3,1156,NA,1105,51,4.6
Danemark,DNK,2018,4,1119,NA,1108,11,1
Danemark,DNK,2018,5,1157,NA,1165,-8,-0.7
Danemark,DNK,2018,6,1186,NA,1144,42,3.7
Danemark,DNK,2018,7,1265,NA,1183,82,6.9
Danemark,DNK,2018,8,1260,NA,1162,98,8.4
Danemark,DNK,2018,9,1323,NA,1184,139,11.7
Danemark,DNK,2018,10,1337,NA,1160,177,15.3
Danemark,DNK,2018,11,1253,NA,1152,101,8.8
Danemark,DNK,2018,12,1286,NA,1131,155,13.7
Danemark,DNK,2018,13,1186,NA,1083,103,9.5
Danemark,DNK,2018,14,1138,NA,1058,80,7.6
Danemark,DNK,2018,15,1164,NA,1066,98,9.2
Danemark,DNK,2018,16,1052,NA,1019,33,3.2
Danemark,DNK,2018,17,1008,NA,996,12,1.2
Danemark,DNK,2018,18,1010,NA,1044,-34,-3.3
Danemark,DNK,2018,19,1025,NA,1023,2,0.2
Danemark,DNK,2018,20,1012,NA,986,26,2.6
Danemark,DNK,2018,21,953,NA,967,-14,-1.4
Danemark,DNK,2018,22,977,NA,967,10,1
Danemark,DNK,2018,23,1009,NA,974,35,3.6
Danemark,DNK,2018,24,941,NA,963,-22,-2.3
Danemark,DNK,2018,25,958,NA,984,-26,-2.6
Danemark,DNK,2018,26,915,NA,938,-23,-2.5
Danemark,DNK,2018,27,1007,NA,943,64,6.8
Danemark,DNK,2018,28,971,NA,941,30,3.2
Danemark,DNK,2018,29,994,NA,968,26,2.7
Danemark,DNK,2018,30,1091,NA,986,105,10.6
Danemark,DNK,2018,31,1084,NA,970,114,11.8
Danemark,DNK,2018,32,1029,NA,963,66,6.9
Danemark,DNK,2018,33,1017,NA,942,75,8
Danemark,DNK,2018,34,990,NA,980,10,1
Danemark,DNK,2018,35,935,NA,951,-16,-1.7
Danemark,DNK,2018,36,975,NA,958,17,1.8
Danemark,DNK,2018,37,949,NA,960,-11,-1.1
Danemark,DNK,2018,38,994,NA,971,23,2.4
Danemark,DNK,2018,39,950,NA,983,-33,-3.4
Danemark,DNK,2018,40,1033,NA,973,60,6.2
Danemark,DNK,2018,41,992,NA,1008,-16,-1.6
Danemark,DNK,2018,42,958,NA,992,-34,-3.4
Danemark,DNK,2018,43,973,NA,980,-7,-0.7
Danemark,DNK,2018,44,1007,NA,985,22,2.2
Danemark,DNK,2018,45,992,NA,1003,-11,-1.1
Danemark,DNK,2018,46,954,NA,1026,-72,-7
Danemark,DNK,2018,47,996,NA,1028,-32,-3.1
Danemark,DNK,2018,48,994,NA,1032,-38,-3.7
Danemark,DNK,2018,49,1085,NA,1075,10,0.9
Danemark,DNK,2018,50,1044,NA,1080,-36,-3.3
Danemark,DNK,2018,51,1096,NA,1064,32,3
Danemark,DNK,2018,52,1006,NA,1082,-76,-7
Danemark,DNK,2019,1,1130,NA,1120,10,0.9
Danemark,DNK,2019,2,1155,NA,1117,38,3.4
Danemark,DNK,2019,3,1118,NA,1105,13,1.2
Danemark,DNK,2019,4,1085,NA,1108,-23,-2.1
Danemark,DNK,2019,5,1209,NA,1165,44,3.8
Danemark,DNK,2019,6,1250,NA,1144,106,9.3
Danemark,DNK,2019,7,1176,NA,1183,-7,-0.6
Danemark,DNK,2019,8,1110,NA,1162,-52,-4.5
Danemark,DNK,2019,9,1090,NA,1184,-94,-7.9
Danemark,DNK,2019,10,1051,NA,1160,-109,-9.4
Danemark,DNK,2019,11,1063,NA,1152,-89,-7.7
Danemark,DNK,2019,12,1039,NA,1131,-92,-8.1
Danemark,DNK,2019,13,1022,NA,1083,-61,-5.6
Danemark,DNK,2019,14,1085,NA,1058,27,2.6
Danemark,DNK,2019,15,1018,NA,1066,-48,-4.5
Danemark,DNK,2019,16,1046,NA,1019,27,2.6
Danemark,DNK,2019,17,1015,NA,996,19,1.9
Danemark,DNK,2019,18,1067,NA,1044,23,2.2
Danemark,DNK,2019,19,1028,NA,1023,5,0.5
Danemark,DNK,2019,20,974,NA,986,-12,-1.2
Danemark,DNK,2019,21,970,NA,967,3,0.3
Danemark,DNK,2019,22,983,NA,967,16,1.7
Danemark,DNK,2019,23,991,NA,974,17,1.7
Danemark,DNK,2019,24,969,NA,963,6,0.6
Danemark,DNK,2019,25,1015,NA,984,31,3.2
Danemark,DNK,2019,26,1002,NA,938,64,6.8
Danemark,DNK,2019,27,935,NA,943,-8,-0.8
Danemark,DNK,2019,28,953,NA,941,12,1.3
Danemark,DNK,2019,29,977,NA,968,9,0.9
Danemark,DNK,2019,30,967,NA,986,-19,-1.9
Danemark,DNK,2019,31,962,NA,970,-8,-0.8
Danemark,DNK,2019,32,936,NA,963,-27,-2.8
Danemark,DNK,2019,33,931,NA,942,-11,-1.2
Danemark,DNK,2019,34,1006,NA,980,26,2.7
Danemark,DNK,2019,35,996,NA,951,45,4.7
Danemark,DNK,2019,36,983,NA,958,25,2.6
Danemark,DNK,2019,37,966,NA,960,6,0.6
Danemark,DNK,2019,38,1007,NA,971,36,3.7
Danemark,DNK,2019,39,1016,NA,983,33,3.4
Danemark,DNK,2019,40,972,NA,973,-1,-0.1
Danemark,DNK,2019,41,1033,NA,1008,25,2.5
Danemark,DNK,2019,42,998,NA,992,6,0.6
Danemark,DNK,2019,43,1026,NA,980,46,4.7
Danemark,DNK,2019,44,954,NA,985,-31,-3.1
Danemark,DNK,2019,45,1046,NA,1003,43,4.3
Danemark,DNK,2019,46,1037,NA,1026,11,1.1
Danemark,DNK,2019,47,1057,NA,1028,29,2.8
Danemark,DNK,2019,48,1095,NA,1032,63,6.1
Danemark,DNK,2019,49,1104,NA,1075,29,2.7
Danemark,DNK,2019,50,1107,NA,1080,27,2.5
Danemark,DNK,2019,51,1042,NA,1064,-22,-2.1
Danemark,DNK,2019,52,1038,NA,1082,-44,-4.1
Danemark,DNK,2020,1,1116,0,1120,-4,-0.4
Danemark,DNK,2020,2,1149,0,1117,32,2.9
Danemark,DNK,2020,3,1069,0,1105,-36,-3.3
Danemark,DNK,2020,4,1025,0,1108,-83,-7.5
Danemark,DNK,2020,5,1087,0,1165,-78,-6.7
Danemark,DNK,2020,6,1078,0,1144,-66,-5.8
Danemark,DNK,2020,7,1057,0,1183,-126,-10.7
Danemark,DNK,2020,8,1034,0,1162,-128,-11
Danemark,DNK,2020,9,1021,0,1184,-163,-13.8
Danemark,DNK,2020,10,1060,0,1160,-100,-8.6
Danemark,DNK,2020,11,1064,1,1152,-88,-7.6
Danemark,DNK,2020,12,1138,23,1131,7,0.6
Danemark,DNK,2020,13,1108,53,1083,25,2.3
Danemark,DNK,2020,14,1153,110,1058,95,9
Danemark,DNK,2020,15,1141,98,1066,75,7
Danemark,DNK,2020,16,1072,79,1019,53,5.2
Danemark,DNK,2020,17,1082,63,996,86,8.6
Danemark,DNK,2020,18,1043,63,1044,-1,-0.1
Danemark,DNK,2020,19,1022,34,1023,-1,-0.1
Danemark,DNK,2020,20,948,24,986,-38,-3.9
Danemark,DNK,2020,21,991,15,967,24,2.5
Danemark,DNK,2020,22,963,13,967,-4,-0.4
Danemark,DNK,2020,23,956,17,974,-18,-1.8
Danemark,DNK,2020,24,977,5,963,14,1.5
Espagne,ESP,2016,1,8658,NA,9929,-1271,-12.8
Espagne,ESP,2016,2,8671,NA,10252,-1581,-15.4
Espagne,ESP,2016,3,8791,NA,10395,-1604,-15.4
Espagne,ESP,2016,4,8491,NA,10006,-1515,-15.1
Espagne,ESP,2016,5,8461,NA,9738,-1277,-13.1
Espagne,ESP,2016,6,8556,NA,9477,-921,-9.7
Espagne,ESP,2016,7,8479,NA,9240,-761,-8.2
Espagne,ESP,2016,8,8670,NA,9052,-382,-4.2
Espagne,ESP,2016,9,8645,NA,8884,-239,-2.7
Espagne,ESP,2016,10,8653,NA,8664,-11,-0.1
Espagne,ESP,2016,11,8811,NA,8445,366,4.3
Espagne,ESP,2016,12,8291,NA,8201,90,1.1
Espagne,ESP,2016,13,8375,NA,8250,125,1.5
Espagne,ESP,2016,14,7998,NA,8077,-79,-1
Espagne,ESP,2016,15,7859,NA,8011,-152,-1.9
Espagne,ESP,2016,16,7589,NA,7769,-180,-2.3
Espagne,ESP,2016,17,7462,NA,7653,-191,-2.5
Espagne,ESP,2016,18,7606,NA,7557,49,0.6
Espagne,ESP,2016,19,7374,NA,7579,-205,-2.7
Espagne,ESP,2016,20,7533,NA,7518,15,0.2
Espagne,ESP,2016,21,7304,NA,7482,-178,-2.4
Espagne,ESP,2016,22,7255,NA,7318,-63,-0.9
Espagne,ESP,2016,23,7576,NA,7316,260,3.6
Espagne,ESP,2016,24,7140,NA,7281,-141,-1.9
Espagne,ESP,2016,25,7173,NA,7569,-396,-5.2
Espagne,ESP,2016,26,7345,NA,7436,-91,-1.2
Espagne,ESP,2016,27,7505,NA,7504,1,0
Espagne,ESP,2016,28,7423,NA,7365,58,0.8
Espagne,ESP,2016,29,7377,NA,7279,98,1.3
Espagne,ESP,2016,30,7295,NA,7255,40,0.6
Espagne,ESP,2016,31,7425,NA,7470,-45,-0.6
Espagne,ESP,2016,32,7233,NA,7434,-201,-2.7
Espagne,ESP,2016,33,7102,NA,7133,-31,-0.4
Espagne,ESP,2016,34,7184,NA,7082,102,1.4
Espagne,ESP,2016,35,7100,NA,6984,116,1.7
Espagne,ESP,2016,36,7203,NA,6920,283,4.1
Espagne,ESP,2016,37,6641,NA,6783,-142,-2.1
Espagne,ESP,2016,38,6956,NA,7048,-92,-1.3
Espagne,ESP,2016,39,7036,NA,7163,-127,-1.8
Espagne,ESP,2016,40,7072,NA,7158,-86,-1.2
Espagne,ESP,2016,41,7036,NA,7251,-215,-3
Espagne,ESP,2016,42,7185,NA,7305,-120,-1.6
Espagne,ESP,2016,43,7512,NA,7416,96,1.3
Espagne,ESP,2016,44,7244,NA,7554,-310,-4.1
Espagne,ESP,2016,45,7775,NA,7770,5,0.1
Espagne,ESP,2016,46,8076,NA,8038,38,0.5
Espagne,ESP,2016,47,8090,NA,8101,-11,-0.1
Espagne,ESP,2016,48,8321,NA,8198,123,1.5
Espagne,ESP,2016,49,8124,NA,8184,-60,-0.7
Espagne,ESP,2016,50,8612,NA,8606,6,0.1
Espagne,ESP,2016,51,8980,NA,8826,154,1.7
Espagne,ESP,2016,52,9855,NA,9258,597,6.4
Espagne,ESP,2017,1,10726,NA,9929,797,8
Espagne,ESP,2017,2,11414,NA,10252,1162,11.3
Espagne,ESP,2017,3,11334,NA,10395,939,9
Espagne,ESP,2017,4,11068,NA,10006,1062,10.6
Espagne,ESP,2017,5,10636,NA,9738,898,9.2
Espagne,ESP,2017,6,9660,NA,9477,183,1.9
Espagne,ESP,2017,7,9017,NA,9240,-223,-2.4
Espagne,ESP,2017,8,8670,NA,9052,-382,-4.2
Espagne,ESP,2017,9,8371,NA,8884,-513,-5.8
Espagne,ESP,2017,10,8213,NA,8664,-451,-5.2
Espagne,ESP,2017,11,7906,NA,8445,-539,-6.4
Espagne,ESP,2017,12,7875,NA,8201,-326,-4
Espagne,ESP,2017,13,7827,NA,8250,-423,-5.1
Espagne,ESP,2017,14,7814,NA,8077,-263,-3.3
Espagne,ESP,2017,15,7800,NA,8011,-211,-2.6
Espagne,ESP,2017,16,7574,NA,7769,-195,-2.5
Espagne,ESP,2017,17,7661,NA,7653,8,0.1
Espagne,ESP,2017,18,7520,NA,7557,-37,-0.5
Espagne,ESP,2017,19,7622,NA,7579,43,0.6
Espagne,ESP,2017,20,7494,NA,7518,-24,-0.3
Espagne,ESP,2017,21,7666,NA,7482,184,2.5
Espagne,ESP,2017,22,7092,NA,7318,-226,-3.1
Espagne,ESP,2017,23,7067,NA,7316,-249,-3.4
Espagne,ESP,2017,24,7819,NA,7281,538,7.4
Espagne,ESP,2017,25,7991,NA,7569,422,5.6
Espagne,ESP,2017,26,7137,NA,7436,-299,-4
Espagne,ESP,2017,27,7156,NA,7504,-348,-4.6
Espagne,ESP,2017,28,7214,NA,7365,-151,-2.1
Espagne,ESP,2017,29,7259,NA,7279,-20,-0.3
Espagne,ESP,2017,30,7110,NA,7255,-145,-2
Espagne,ESP,2017,31,7596,NA,7470,126,1.7
Espagne,ESP,2017,32,7186,NA,7434,-248,-3.3
Espagne,ESP,2017,33,7118,NA,7133,-15,-0.2
Espagne,ESP,2017,34,7219,NA,7082,137,1.9
Espagne,ESP,2017,35,7013,NA,6984,29,0.4
Espagne,ESP,2017,36,6680,NA,6920,-240,-3.5
Espagne,ESP,2017,37,6730,NA,6783,-53,-0.8
Espagne,ESP,2017,38,7091,NA,7048,43,0.6
Espagne,ESP,2017,39,7367,NA,7163,204,2.8
Espagne,ESP,2017,40,7388,NA,7158,230,3.2
Espagne,ESP,2017,41,7234,NA,7251,-17,-0.2
Espagne,ESP,2017,42,7392,NA,7305,87,1.2
Espagne,ESP,2017,43,7308,NA,7416,-108,-1.5
Espagne,ESP,2017,44,7511,NA,7554,-43,-0.6
Espagne,ESP,2017,45,7632,NA,7770,-138,-1.8
