country_fr,iso3c,date,deaths_7dravg,index,score
Autriche,AUT,2020-01-31,0,health_containment,0
Autriche,AUT,2020-01-31,0,econ_support,0
Autriche,AUT,2020-02-01,0,stringency,0
Autriche,AUT,2020-02-01,0,gov_resp,3
Autriche,AUT,2020-02-01,0,health_containment,3
Autriche,AUT,2020-02-01,0,econ_support,0
Autriche,AUT,2020-02-02,0,stringency,0
Autriche,AUT,2020-02-02,0,gov_resp,3
Autriche,AUT,2020-02-02,0,health_containment,3
Autriche,AUT,2020-02-02,0,econ_support,0
Autriche,AUT,2020-02-03,0,stringency,0
Autriche,AUT,2020-02-03,0,gov_resp,3
Autriche,AUT,2020-02-03,0,health_containment,3
Autriche,AUT,2020-02-03,0,econ_support,0
Autriche,AUT,2020-02-04,0,stringency,0
Autriche,AUT,2020-02-04,0,gov_resp,3
Autriche,AUT,2020-02-04,0,health_containment,3
Autriche,AUT,2020-02-04,0,econ_support,0
Autriche,AUT,2020-02-05,0,stringency,0
Autriche,AUT,2020-02-05,0,gov_resp,3
Autriche,AUT,2020-02-05,0,health_containment,3
Autriche,AUT,2020-02-05,0,econ_support,0
Autriche,AUT,2020-02-06,0,stringency,0
Autriche,AUT,2020-02-06,0,gov_resp,3
Autriche,AUT,2020-02-06,0,health_containment,3
Autriche,AUT,2020-02-06,0,econ_support,0
Autriche,AUT,2020-02-07,0,stringency,0
Autriche,AUT,2020-02-07,0,gov_resp,3
Autriche,AUT,2020-02-07,0,health_containment,3
Autriche,AUT,2020-02-07,0,econ_support,0
Autriche,AUT,2020-02-08,0,stringency,0
Autriche,AUT,2020-02-08,0,gov_resp,3
Autriche,AUT,2020-02-08,0,health_containment,3
Autriche,AUT,2020-02-08,0,econ_support,0
Autriche,AUT,2020-02-09,0,stringency,0
Autriche,AUT,2020-02-09,0,gov_resp,3
Autriche,AUT,2020-02-09,0,health_containment,3
Autriche,AUT,2020-02-09,0,econ_support,0
Autriche,AUT,2020-02-10,0,stringency,0
Autriche,AUT,2020-02-10,0,gov_resp,3
Autriche,AUT,2020-02-10,0,health_containment,3
Autriche,AUT,2020-02-10,0,econ_support,0
Autriche,AUT,2020-02-11,0,stringency,0
Autriche,AUT,2020-02-11,0,gov_resp,3
Autriche,AUT,2020-02-11,0,health_containment,3
Autriche,AUT,2020-02-11,0,econ_support,0
Autriche,AUT,2020-02-12,0,stringency,0
Autriche,AUT,2020-02-12,0,gov_resp,3
Autriche,AUT,2020-02-12,0,health_containment,3
Autriche,AUT,2020-02-12,0,econ_support,0
Autriche,AUT,2020-02-13,0,stringency,0
Autriche,AUT,2020-02-13,0,gov_resp,3
Autriche,AUT,2020-02-13,0,health_containment,3
Autriche,AUT,2020-02-13,0,econ_support,0
Autriche,AUT,2020-02-14,0,stringency,0
Autriche,AUT,2020-02-14,0,gov_resp,3
Autriche,AUT,2020-02-14,0,health_containment,3
Autriche,AUT,2020-02-14,0,econ_support,0
Autriche,AUT,2020-02-15,0,stringency,0
Autriche,AUT,2020-02-15,0,gov_resp,3
Autriche,AUT,2020-02-15,0,health_containment,3
Autriche,AUT,2020-02-15,0,econ_support,0
Autriche,AUT,2020-02-16,0,stringency,0
Autriche,AUT,2020-02-16,0,gov_resp,3
Autriche,AUT,2020-02-16,0,health_containment,3
Autriche,AUT,2020-02-16,0,econ_support,0
Autriche,AUT,2020-02-17,0,stringency,0
Autriche,AUT,2020-02-17,0,gov_resp,3
Autriche,AUT,2020-02-17,0,health_containment,3
Autriche,AUT,2020-02-17,0,econ_support,0
Autriche,AUT,2020-02-18,0,stringency,0
Autriche,AUT,2020-02-18,0,gov_resp,3
Autriche,AUT,2020-02-18,0,health_containment,3
Autriche,AUT,2020-02-18,0,econ_support,0
Autriche,AUT,2020-02-19,0,stringency,0
Autriche,AUT,2020-02-19,0,gov_resp,3
Autriche,AUT,2020-02-19,0,health_containment,3
Autriche,AUT,2020-02-19,0,econ_support,0
Autriche,AUT,2020-02-20,0,stringency,0
Autriche,AUT,2020-02-20,0,gov_resp,3
Autriche,AUT,2020-02-20,0,health_containment,3
Autriche,AUT,2020-02-20,0,econ_support,0
Autriche,AUT,2020-02-21,0,stringency,0
Autriche,AUT,2020-02-21,0,gov_resp,3
Autriche,AUT,2020-02-21,0,health_containment,3
Autriche,AUT,2020-02-21,0,econ_support,0
Autriche,AUT,2020-02-22,0,stringency,0
Autriche,AUT,2020-02-22,0,gov_resp,3
Autriche,AUT,2020-02-22,0,health_containment,3
Autriche,AUT,2020-02-22,0,econ_support,0
Autriche,AUT,2020-02-23,0,stringency,0
Autriche,AUT,2020-02-23,0,gov_resp,3
Autriche,AUT,2020-02-23,0,health_containment,3
Autriche,AUT,2020-02-23,0,econ_support,0
Autriche,AUT,2020-02-24,0,stringency,11
Autriche,AUT,2020-02-24,0,gov_resp,10
Autriche,AUT,2020-02-24,0,health_containment,12
Autriche,AUT,2020-02-24,0,econ_support,0
Autriche,AUT,2020-02-25,0,stringency,11
Autriche,AUT,2020-02-25,0,gov_resp,14
Autriche,AUT,2020-02-25,0,health_containment,17
Autriche,AUT,2020-02-25,0,econ_support,0
Autriche,AUT,2020-02-26,0,stringency,11
Autriche,AUT,2020-02-26,0,gov_resp,14
Autriche,AUT,2020-02-26,0,health_containment,17
Autriche,AUT,2020-02-26,0,econ_support,0
Autriche,AUT,2020-02-27,0,stringency,11
Autriche,AUT,2020-02-27,0,gov_resp,14
Autriche,AUT,2020-02-27,0,health_containment,17
Autriche,AUT,2020-02-27,0,econ_support,0
Autriche,AUT,2020-02-28,0,stringency,11
Autriche,AUT,2020-02-28,0,gov_resp,14
Autriche,AUT,2020-02-28,0,health_containment,17
Autriche,AUT,2020-02-28,0,econ_support,0
Autriche,AUT,2020-02-29,0,stringency,11
Autriche,AUT,2020-02-29,0,gov_resp,14
Autriche,AUT,2020-02-29,0,health_containment,17
Autriche,AUT,2020-02-29,0,econ_support,0
Autriche,AUT,2020-03-01,0,stringency,11
Autriche,AUT,2020-03-01,0,gov_resp,14
Autriche,AUT,2020-03-01,0,health_containment,17
Autriche,AUT,2020-03-01,0,econ_support,0
Autriche,AUT,2020-03-02,0,stringency,11
Autriche,AUT,2020-03-02,0,gov_resp,14
Autriche,AUT,2020-03-02,0,health_containment,17
Autriche,AUT,2020-03-02,0,econ_support,0
Autriche,AUT,2020-03-03,0,stringency,11
Autriche,AUT,2020-03-03,0,gov_resp,14
Autriche,AUT,2020-03-03,0,health_containment,17
Autriche,AUT,2020-03-03,0,econ_support,0
Autriche,AUT,2020-03-04,0,stringency,11
Autriche,AUT,2020-03-04,0,gov_resp,14
Autriche,AUT,2020-03-04,0,health_containment,17
Autriche,AUT,2020-03-04,0,econ_support,0
Autriche,AUT,2020-03-05,0,stringency,11
Autriche,AUT,2020-03-05,0,gov_resp,14
Autriche,AUT,2020-03-05,0,health_containment,17
Autriche,AUT,2020-03-05,0,econ_support,0
Autriche,AUT,2020-03-06,0,stringency,11
Autriche,AUT,2020-03-06,0,gov_resp,14
Autriche,AUT,2020-03-06,0,health_containment,17
Autriche,AUT,2020-03-06,0,econ_support,0
Autriche,AUT,2020-03-07,0,stringency,11
Autriche,AUT,2020-03-07,0,gov_resp,14
Autriche,AUT,2020-03-07,0,health_containment,17
Autriche,AUT,2020-03-07,0,econ_support,0
Autriche,AUT,2020-03-08,0,stringency,11
Autriche,AUT,2020-03-08,0,gov_resp,14
Autriche,AUT,2020-03-08,0,health_containment,17
Autriche,AUT,2020-03-08,0,econ_support,0
Autriche,AUT,2020-03-09,0,stringency,19
Autriche,AUT,2020-03-09,0,gov_resp,20
Autriche,AUT,2020-03-09,0,health_containment,23
Autriche,AUT,2020-03-09,0,econ_support,0
Autriche,AUT,2020-03-10,0,stringency,19
Autriche,AUT,2020-03-10,0,gov_resp,20
Autriche,AUT,2020-03-10,0,health_containment,23
Autriche,AUT,2020-03-10,0,econ_support,0
Autriche,AUT,2020-03-11,0,stringency,31
Autriche,AUT,2020-03-11,0,gov_resp,28
Autriche,AUT,2020-03-11,0,health_containment,33
Autriche,AUT,2020-03-11,0,econ_support,0
Autriche,AUT,2020-03-12,0,stringency,34
Autriche,AUT,2020-03-12,0,gov_resp,30
Autriche,AUT,2020-03-12,0,health_containment,36
Autriche,AUT,2020-03-12,0,econ_support,0
Autriche,AUT,2020-03-13,1,stringency,48
Autriche,AUT,2020-03-13,1,gov_resp,40
Autriche,AUT,2020-03-13,1,health_containment,47
Autriche,AUT,2020-03-13,1,econ_support,0
Autriche,AUT,2020-03-14,1,stringency,48
Autriche,AUT,2020-03-14,1,gov_resp,40
Autriche,AUT,2020-03-14,1,health_containment,47
Autriche,AUT,2020-03-14,1,econ_support,0
Autriche,AUT,2020-03-15,1,stringency,48
Autriche,AUT,2020-03-15,1,gov_resp,40
Autriche,AUT,2020-03-15,1,health_containment,47
Autriche,AUT,2020-03-15,1,econ_support,0
Autriche,AUT,2020-03-16,1,stringency,85
Autriche,AUT,2020-03-16,1,gov_resp,73
Autriche,AUT,2020-03-16,1,health_containment,77
Autriche,AUT,2020-03-16,1,econ_support,50
Autriche,AUT,2020-03-17,2,stringency,85
Autriche,AUT,2020-03-17,2,gov_resp,73
Autriche,AUT,2020-03-17,2,health_containment,77
Autriche,AUT,2020-03-17,2,econ_support,50
Autriche,AUT,2020-03-18,3,stringency,85
Autriche,AUT,2020-03-18,3,gov_resp,73
Autriche,AUT,2020-03-18,3,health_containment,77
Autriche,AUT,2020-03-18,3,econ_support,50
Autriche,AUT,2020-03-19,4,stringency,85
Autriche,AUT,2020-03-19,4,gov_resp,79
Autriche,AUT,2020-03-19,4,health_containment,77
Autriche,AUT,2020-03-19,4,econ_support,88
Autriche,AUT,2020-03-20,4,stringency,85
Autriche,AUT,2020-03-20,4,gov_resp,79
Autriche,AUT,2020-03-20,4,health_containment,77
Autriche,AUT,2020-03-20,4,econ_support,88
Autriche,AUT,2020-03-21,7,stringency,85
Autriche,AUT,2020-03-21,7,gov_resp,79
Autriche,AUT,2020-03-21,7,health_containment,77
Autriche,AUT,2020-03-21,7,econ_support,88
Autriche,AUT,2020-03-22,9,stringency,85
Autriche,AUT,2020-03-22,9,gov_resp,79
Autriche,AUT,2020-03-22,9,health_containment,77
Autriche,AUT,2020-03-22,9,econ_support,88
Autriche,AUT,2020-03-23,9,stringency,85
Autriche,AUT,2020-03-23,9,gov_resp,81
Autriche,AUT,2020-03-23,9,health_containment,80
Autriche,AUT,2020-03-23,9,econ_support,88
Autriche,AUT,2020-03-24,10,stringency,85
Autriche,AUT,2020-03-24,10,gov_resp,81
Autriche,AUT,2020-03-24,10,health_containment,80
Autriche,AUT,2020-03-24,10,econ_support,88
Autriche,AUT,2020-03-25,12,stringency,85
Autriche,AUT,2020-03-25,12,gov_resp,81
Autriche,AUT,2020-03-25,12,health_containment,80
Autriche,AUT,2020-03-25,12,econ_support,88
Autriche,AUT,2020-03-26,14,stringency,85
Autriche,AUT,2020-03-26,14,gov_resp,81
Autriche,AUT,2020-03-26,14,health_containment,80
Autriche,AUT,2020-03-26,14,econ_support,88
Autriche,AUT,2020-03-27,16,stringency,85
Autriche,AUT,2020-03-27,16,gov_resp,81
Autriche,AUT,2020-03-27,16,health_containment,80
Autriche,AUT,2020-03-27,16,econ_support,88
Autriche,AUT,2020-03-28,15,stringency,85
Autriche,AUT,2020-03-28,15,gov_resp,81
Autriche,AUT,2020-03-28,15,health_containment,80
Autriche,AUT,2020-03-28,15,econ_support,88
Autriche,AUT,2020-03-29,14,stringency,85
Autriche,AUT,2020-03-29,14,gov_resp,81
Autriche,AUT,2020-03-29,14,health_containment,80
Autriche,AUT,2020-03-29,14,econ_support,88
Autriche,AUT,2020-03-30,17,stringency,85
Autriche,AUT,2020-03-30,17,gov_resp,85
Autriche,AUT,2020-03-30,17,health_containment,85
Autriche,AUT,2020-03-30,17,econ_support,88
Autriche,AUT,2020-03-31,17,stringency,85
Autriche,AUT,2020-03-31,17,gov_resp,85
Autriche,AUT,2020-03-31,17,health_containment,85
Autriche,AUT,2020-03-31,17,econ_support,88
Autriche,AUT,2020-04-01,16,stringency,85
Autriche,AUT,2020-04-01,16,gov_resp,85
Autriche,AUT,2020-04-01,16,health_containment,85
Autriche,AUT,2020-04-01,16,econ_support,88
Autriche,AUT,2020-04-02,16,stringency,85
Autriche,AUT,2020-04-02,16,gov_resp,85
Autriche,AUT,2020-04-02,16,health_containment,85
Autriche,AUT,2020-04-02,16,econ_support,88
Autriche,AUT,2020-04-03,18,stringency,85
Autriche,AUT,2020-04-03,18,gov_resp,85
Autriche,AUT,2020-04-03,18,health_containment,85
Autriche,AUT,2020-04-03,18,econ_support,88
Autriche,AUT,2020-04-04,20,stringency,85
Autriche,AUT,2020-04-04,20,gov_resp,85
Autriche,AUT,2020-04-04,20,health_containment,85
Autriche,AUT,2020-04-04,20,econ_support,88
Autriche,AUT,2020-04-05,22,stringency,85
Autriche,AUT,2020-04-05,22,gov_resp,85
Autriche,AUT,2020-04-05,22,health_containment,85
Autriche,AUT,2020-04-05,22,econ_support,88
Autriche,AUT,2020-04-06,22,stringency,85
Autriche,AUT,2020-04-06,22,gov_resp,85
Autriche,AUT,2020-04-06,22,health_containment,85
Autriche,AUT,2020-04-06,22,econ_support,88
Autriche,AUT,2020-04-07,21,stringency,85
Autriche,AUT,2020-04-07,21,gov_resp,85
Autriche,AUT,2020-04-07,21,health_containment,85
Autriche,AUT,2020-04-07,21,econ_support,88
Autriche,AUT,2020-04-08,21,stringency,85
Autriche,AUT,2020-04-08,21,gov_resp,85
Autriche,AUT,2020-04-08,21,health_containment,85
Autriche,AUT,2020-04-08,21,econ_support,88
Autriche,AUT,2020-04-09,20,stringency,85
Autriche,AUT,2020-04-09,20,gov_resp,85
Autriche,AUT,2020-04-09,20,health_containment,85
Autriche,AUT,2020-04-09,20,econ_support,88
Autriche,AUT,2020-04-10,17,stringency,85
Autriche,AUT,2020-04-10,17,gov_resp,85
Autriche,AUT,2020-04-10,17,health_containment,85
Autriche,AUT,2020-04-10,17,econ_support,88
Autriche,AUT,2020-04-11,16,stringency,85
Autriche,AUT,2020-04-11,16,gov_resp,85
Autriche,AUT,2020-04-11,16,health_containment,85
Autriche,AUT,2020-04-11,16,econ_support,88
Autriche,AUT,2020-04-12,16,stringency,85
Autriche,AUT,2020-04-12,16,gov_resp,85
Autriche,AUT,2020-04-12,16,health_containment,85
Autriche,AUT,2020-04-12,16,econ_support,88
Autriche,AUT,2020-04-13,15,stringency,85
Autriche,AUT,2020-04-13,15,gov_resp,85
Autriche,AUT,2020-04-13,15,health_containment,85
Autriche,AUT,2020-04-13,15,econ_support,88
Autriche,AUT,2020-04-14,15,stringency,81
Autriche,AUT,2020-04-14,15,gov_resp,83
Autriche,AUT,2020-04-14,15,health_containment,82
Autriche,AUT,2020-04-14,15,econ_support,88
Autriche,AUT,2020-04-15,13,stringency,81
Autriche,AUT,2020-04-15,13,gov_resp,83
Autriche,AUT,2020-04-15,13,health_containment,82
Autriche,AUT,2020-04-15,13,econ_support,88
Autriche,AUT,2020-04-16,11,stringency,81
Autriche,AUT,2020-04-16,11,gov_resp,83
Autriche,AUT,2020-04-16,11,health_containment,82
Autriche,AUT,2020-04-16,11,econ_support,88
Autriche,AUT,2020-04-17,14,stringency,81
Autriche,AUT,2020-04-17,14,gov_resp,83
Autriche,AUT,2020-04-17,14,health_containment,82
Autriche,AUT,2020-04-17,14,econ_support,88
Autriche,AUT,2020-04-18,14,stringency,81
Autriche,AUT,2020-04-18,14,gov_resp,83
Autriche,AUT,2020-04-18,14,health_containment,82
Autriche,AUT,2020-04-18,14,econ_support,88
Autriche,AUT,2020-04-19,12,stringency,81
Autriche,AUT,2020-04-19,12,gov_resp,83
Autriche,AUT,2020-04-19,12,health_containment,82
Autriche,AUT,2020-04-19,12,econ_support,88
Autriche,AUT,2020-04-20,13,stringency,81
Autriche,AUT,2020-04-20,13,gov_resp,83
Autriche,AUT,2020-04-20,13,health_containment,82
Autriche,AUT,2020-04-20,13,econ_support,88
Autriche,AUT,2020-04-21,13,stringency,81
Autriche,AUT,2020-04-21,13,gov_resp,83
Autriche,AUT,2020-04-21,13,health_containment,82
Autriche,AUT,2020-04-21,13,econ_support,88
Autriche,AUT,2020-04-22,12,stringency,81
Autriche,AUT,2020-04-22,12,gov_resp,83
Autriche,AUT,2020-04-22,12,health_containment,82
Autriche,AUT,2020-04-22,12,econ_support,88
Autriche,AUT,2020-04-23,15,stringency,79
Autriche,AUT,2020-04-23,15,gov_resp,81
Autriche,AUT,2020-04-23,15,health_containment,80
Autriche,AUT,2020-04-23,15,econ_support,88
Autriche,AUT,2020-04-24,12,stringency,79
Autriche,AUT,2020-04-24,12,gov_resp,81
Autriche,AUT,2020-04-24,12,health_containment,80
Autriche,AUT,2020-04-24,12,econ_support,88
Autriche,AUT,2020-04-25,11,stringency,79
Autriche,AUT,2020-04-25,11,gov_resp,81
Autriche,AUT,2020-04-25,11,health_containment,80
Autriche,AUT,2020-04-25,11,econ_support,88
Autriche,AUT,2020-04-26,11,stringency,79
Autriche,AUT,2020-04-26,11,gov_resp,81
Autriche,AUT,2020-04-26,11,health_containment,80
Autriche,AUT,2020-04-26,11,econ_support,88
Autriche,AUT,2020-04-27,9,stringency,79
Autriche,AUT,2020-04-27,9,gov_resp,81
Autriche,AUT,2020-04-27,9,health_containment,80
Autriche,AUT,2020-04-27,9,econ_support,88
Autriche,AUT,2020-04-28,8,stringency,79
Autriche,AUT,2020-04-28,8,gov_resp,81
Autriche,AUT,2020-04-28,8,health_containment,80
Autriche,AUT,2020-04-28,8,econ_support,88
Autriche,AUT,2020-04-29,7,stringency,79
Autriche,AUT,2020-04-29,7,gov_resp,81
Autriche,AUT,2020-04-29,7,health_containment,80
Autriche,AUT,2020-04-29,7,econ_support,88
Autriche,AUT,2020-04-30,5,stringency,79
Autriche,AUT,2020-04-30,5,gov_resp,81
Autriche,AUT,2020-04-30,5,health_containment,80
Autriche,AUT,2020-04-30,5,econ_support,88
Autriche,AUT,2020-05-01,4,stringency,71
Autriche,AUT,2020-05-01,4,gov_resp,76
Autriche,AUT,2020-05-01,4,health_containment,73
Autriche,AUT,2020-05-01,4,econ_support,88
Autriche,AUT,2020-05-02,4,stringency,69
Autriche,AUT,2020-05-02,4,gov_resp,74
Autriche,AUT,2020-05-02,4,health_containment,71
Autriche,AUT,2020-05-02,4,econ_support,88
Autriche,AUT,2020-05-03,4,stringency,69
Autriche,AUT,2020-05-03,4,gov_resp,74
Autriche,AUT,2020-05-03,4,health_containment,71
Autriche,AUT,2020-05-03,4,econ_support,88
Autriche,AUT,2020-05-04,3,stringency,65
Autriche,AUT,2020-05-04,3,gov_resp,71
Autriche,AUT,2020-05-04,3,health_containment,68
Autriche,AUT,2020-05-04,3,econ_support,88
Autriche,AUT,2020-05-05,3,stringency,65
Autriche,AUT,2020-05-05,3,gov_resp,71
Autriche,AUT,2020-05-05,3,health_containment,68
Autriche,AUT,2020-05-05,3,econ_support,88
Autriche,AUT,2020-05-06,3,stringency,65
Autriche,AUT,2020-05-06,3,gov_resp,71
Autriche,AUT,2020-05-06,3,health_containment,68
Autriche,AUT,2020-05-06,3,econ_support,88
Autriche,AUT,2020-05-07,2,stringency,65
Autriche,AUT,2020-05-07,2,gov_resp,71
Autriche,AUT,2020-05-07,2,health_containment,68
Autriche,AUT,2020-05-07,2,econ_support,88
Autriche,AUT,2020-05-08,2,stringency,65
Autriche,AUT,2020-05-08,2,gov_resp,71
Autriche,AUT,2020-05-08,2,health_containment,68
Autriche,AUT,2020-05-08,2,econ_support,88
Autriche,AUT,2020-05-09,2,stringency,65
Autriche,AUT,2020-05-09,2,gov_resp,71
Autriche,AUT,2020-05-09,2,health_containment,68
Autriche,AUT,2020-05-09,2,econ_support,88
Autriche,AUT,2020-05-10,2,stringency,65
Autriche,AUT,2020-05-10,2,gov_resp,71
Autriche,AUT,2020-05-10,2,health_containment,68
Autriche,AUT,2020-05-10,2,econ_support,88
Autriche,AUT,2020-05-11,2,stringency,59
Autriche,AUT,2020-05-11,2,gov_resp,67
Autriche,AUT,2020-05-11,2,health_containment,64
Autriche,AUT,2020-05-11,2,econ_support,88
Autriche,AUT,2020-05-12,2,stringency,59
Autriche,AUT,2020-05-12,2,gov_resp,67
Autriche,AUT,2020-05-12,2,health_containment,64
Autriche,AUT,2020-05-12,2,econ_support,88
Autriche,AUT,2020-05-13,1,stringency,59
Autriche,AUT,2020-05-13,1,gov_resp,67
Autriche,AUT,2020-05-13,1,health_containment,64
Autriche,AUT,2020-05-13,1,econ_support,88
Autriche,AUT,2020-05-14,1,stringency,59
Autriche,AUT,2020-05-14,1,gov_resp,67
Autriche,AUT,2020-05-14,1,health_containment,64
Autriche,AUT,2020-05-14,1,econ_support,88
Autriche,AUT,2020-05-15,1,stringency,59
Autriche,AUT,2020-05-15,1,gov_resp,67
Autriche,AUT,2020-05-15,1,health_containment,64
Autriche,AUT,2020-05-15,1,econ_support,88
Autriche,AUT,2020-05-16,1,stringency,59
Autriche,AUT,2020-05-16,1,gov_resp,67
Autriche,AUT,2020-05-16,1,health_containment,64
Autriche,AUT,2020-05-16,1,econ_support,88
Autriche,AUT,2020-05-17,1,stringency,59
Autriche,AUT,2020-05-17,1,gov_resp,67
Autriche,AUT,2020-05-17,1,health_containment,64
Autriche,AUT,2020-05-17,1,econ_support,88
Autriche,AUT,2020-05-18,2,stringency,56
Autriche,AUT,2020-05-18,2,gov_resp,65
Autriche,AUT,2020-05-18,2,health_containment,61
Autriche,AUT,2020-05-18,2,econ_support,88
Autriche,AUT,2020-05-19,2,stringency,56
